route_uid,route_id,official_stop_count,routable_stop_count,failed_stop_count,route_coverage,geometry_coverage,failure_reason,recoverable,final_status
110000004,8146,135,134,0,1.0,PASS,,YES,PASS
110000005,8101,55,54,0,1.0,PASS,,YES,PASS
110000006,8112,26,25,0,1.0,PASS,,YES,PASS
110000007,서울09출근,14,13,0,1.0,PASS,,YES,PASS
110000008,서울09퇴근,14,13,0,1.0,PASS,,YES,PASS
110000009,2155,71,70,0,1.0,PASS,,YES,PASS
110900002,노원11,29,28,0,1.0,PASS,,YES,PASS
110900003,노원05,31,30,0,1.0,PASS,,YES,PASS
110900004,노원01,13,12,0,1.0,PASS,,YES,PASS
110900005,노원03,33,32,0,1.0,PASS,,YES,PASS
110900006,노원09,36,35,0,1.0,PASS,,YES,PASS
110900007,노원08,26,25,0,1.0,PASS,,YES,PASS
110900009,노원02,46,45,0,1.0,PASS,,YES,PASS
111000008,674,58,57,0,1.0,PASS,,YES,PASS
111000009,8771,12,11,0,1.0,PASS,,YES,PASS
111000010,7734,98,97,0,1.0,PASS,,YES,PASS
111000014,761,83,82,0,1.0,PASS,,YES,PASS
111000016,N75,176,175,0,1.0,PASS,,YES,PASS
111000017,N72,170,169,0,1.0,PASS,,YES,PASS
111000019,2236,86,85,0,1.0,PASS,,YES,PASS
111000020,서울03출근,7,6,0,1.0,PASS,,YES,PASS
111000021,서울04출근,13,12,0,1.0,PASS,,YES,PASS
111000022,707,126,125,0,1.0,PASS,,YES,PASS
111000023,서울08출근,13,12,0,1.0,PASS,,YES,PASS
111000024,서울03퇴근,7,6,0,1.0,PASS,,YES,PASS
111000025,서울04퇴근,12,11,0,1.0,PASS,,YES,PASS
111000026,서울08퇴근,13,12,0,1.0,PASS,,YES,PASS
111000027,706,64,63,0,1.0,PASS,,YES,PASS
111000028,709,69,68,0,1.0,PASS,,YES,PASS
111000029,8775퇴근,24,23,0,1.0,PASS,,YES,PASS
111900003,은평02,36,35,0,1.0,PASS,,YES,PASS
111900004,은평04,25,24,0,1.0,PASS,,YES,PASS
111900005,은평05,34,33,0,1.0,PASS,,YES,PASS
111900006,은평07,14,13,0,1.0,PASS,,YES,PASS
111900007,은평06,20,19,0,1.0,PASS,,YES,PASS
111900009,은평09,26,25,0,1.0,PASS,,YES,PASS
111900010,은평10,19,18,0,1.0,PASS,,YES,PASS
111900011,은평08-1,23,22,0,1.0,PASS,,YES,PASS
111900012,은평08-2,26,25,0,1.0,PASS,,YES,PASS
111900014,은평03-1,22,21,0,1.0,PASS,,YES,PASS
111900015,은평03-2,14,13,0,1.0,PASS,,YES,PASS
112000001,8777,18,17,0,1.0,PASS,,YES,PASS
112000003,8773출근,76,75,0,1.0,PASS,,YES,PASS
112000005,7716,45,44,0,1.0,PASS,,YES,PASS
112000006,8762퇴근,15,14,0,1.0,PASS,,YES,PASS
112000007,8773퇴근,76,75,0,1.0,PASS,,YES,PASS
112900001,서대문10,24,23,0,1.0,PASS,,YES,PASS
112900002,서대문12,19,18,0,1.0,PASS,,YES,PASS
112900003,서대문07,23,22,0,1.0,PASS,,YES,PASS
112900004,서대문03,29,28,0,1.0,PASS,,YES,PASS
112900005,서대문13,32,31,0,1.0,PASS,,YES,PASS
112900006,서대문11,36,35,0,1.0,PASS,,YES,PASS
112900007,서대문06,26,25,0,1.0,PASS,,YES,PASS
112900008,서대문14,21,20,0,1.0,PASS,,YES,PASS
112900009,서대문05,26,25,0,1.0,PASS,,YES,PASS
112900010,서대문01,20,19,0,1.0,PASS,,YES,PASS
112900011,서대문04,26,25,0,1.0,PASS,,YES,PASS
112900012,서대문09대,12,11,0,1.0,PASS,,YES,PASS
112900013,서대문09소,17,16,0,1.0,PASS,,YES,PASS
112900014,서대문02대,43,42,0,1.0,PASS,,YES,PASS
112900015,서대문02소,18,17,0,1.0,PASS,,YES,PASS
113000002,452,127,126,0,1.0,PASS,,YES,PASS
113000003,8762출근,15,14,0,1.0,PASS,,YES,PASS
113000004,9401-1,19,18,0,1.0,PASS,,YES,PASS
113000005,서울06출근,11,10,0,1.0,PASS,,YES,PASS
113000006,마포순환열차버스,19,18,0,1.0,PASS,,YES,PASS
113000007,8775출근,24,23,0,1.0,PASS,,YES,PASS
113900001,마포17,14,13,0,1.0,PASS,,YES,PASS
113900002,마포03,19,18,0,1.0,PASS,,YES,PASS
113900003,마포12,25,24,0,1.0,PASS,,YES,PASS
113900004,마포11,25,24,0,1.0,PASS,,YES,PASS
113900005,마포02,17,16,0,1.0,PASS,,YES,PASS
113900007,마포13,33,32,0,1.0,PASS,,YES,PASS
113900008,마포10,25,24,0,1.0,PASS,,YES,PASS
113900009,마포16,40,39,0,1.0,PASS,,YES,PASS
113900010,마포07,32,31,0,1.0,PASS,,YES,PASS
113900011,마포05,11,10,0,1.0,PASS,,YES,PASS
113900012,마포06,34,33,0,1.0,PASS,,YES,PASS
113900013,마포08,53,52,0,1.0,PASS,,YES,PASS
113900014,마포15,42,41,0,1.0,PASS,,YES,PASS
113900015,마포09,42,41,0,1.0,PASS,,YES,PASS
113900016,마포18,24,23,0,1.0,PASS,,YES,PASS
113900017,마포18-1,20,19,0,1.0,PASS,,YES,PASS
114000002,8641,117,116,0,1.0,PASS,,YES,PASS
114000003,8671,31,30,0,1.0,PASS,,YES,PASS
114900001,양천01,35,34,0,1.0,PASS,,YES,PASS
114900002,양천02,38,37,0,1.0,PASS,,YES,PASS
114900003,양천03,56,55,0,1.0,PASS,,YES,PASS
114900004,관악11,16,15,0,1.0,PASS,,YES,PASS
114900005,영등포13,23,22,0,1.0,PASS,,YES,PASS
114900006,영등포12,27,26,0,1.0,PASS,,YES,PASS
115000005,6648,77,76,0,1.0,PASS,,YES,PASS
115000006,6019,62,61,0,1.0,PASS,,YES,PASS
115000007,654,103,102,0,1.0,PASS,,YES,PASS
115000009,N6002,27,26,0,1.0,PASS,,YES,PASS
115000010,N64,166,165,0,1.0,PASS,,YES,PASS
115000011,서울02출근,7,6,0,1.0,PASS,,YES,PASS
115000012,6633,93,92,0,1.0,PASS,,YES,PASS
115000013,서울02퇴근,7,6,0,1.0,PASS,,YES,PASS
115000014,6611,36,35,0,1.0,PASS,,YES,PASS
115900001,강서04,30,29,0,1.0,PASS,,YES,PASS
115900002,강서06,38,37,0,1.0,PASS,,YES,PASS
115900003,강서02,49,48,0,1.0,PASS,,YES,PASS
115900004,강서03,71,70,0,1.0,PASS,,YES,PASS
115900005,강서05,72,71,0,1.0,PASS,,YES,PASS
115900006,강서01,41,40,0,1.0,PASS,,YES,PASS
115900007,강서07,39,38,0,1.0,PASS,,YES,PASS
115900008,강서05-1,15,14,0,1.0,PASS,,YES,PASS
116000001,8552,12,11,0,1.0,PASS,,YES,PASS
116000002,6615,43,42,0,1.0,PASS,,YES,PASS
116000004,660,101,100,0,1.0,PASS,,YES,PASS
116000005,8561,24,23,0,1.0,PASS,,YES,PASS
116000006,703,116,115,0,1.0,PASS,,YES,PASS
116900001,구로13,13,12,0,1.0,PASS,,YES,PASS
116900002,구로12,17,16,0,1.0,PASS,,YES,PASS
116900003,구로10,28,27,0,1.0,PASS,,YES,PASS
116900004,구로11,41,40,0,1.0,PASS,,YES,PASS
116900005,구로14,30,29,0,1.0,PASS,,YES,PASS
116900006,구로07,46,45,0,1.0,PASS,,YES,PASS
116900007,구로09,53,52,0,1.0,PASS,,YES,PASS
116900008,영등포01,45,44,0,1.0,PASS,,YES,PASS
116900009,구로05,36,35,0,1.0,PASS,,YES,PASS
116900010,구로03,12,11,0,1.0,PASS,,YES,PASS
116900011,구로04,34,33,0,1.0,PASS,,YES,PASS
116900012,구로06,27,26,0,1.0,PASS,,YES,PASS
116900013,구로01,20,19,0,1.0,PASS,,YES,PASS
116900014,구로02,20,19,0,1.0,PASS,,YES,PASS
116900015,구로08,27,26,0,1.0,PASS,,YES,PASS
116900016,구로15,22,21,0,1.0,PASS,,YES,PASS
116900017,영등포09,27,26,0,1.0,PASS,,YES,PASS
116900018,양천04,34,33,0,1.0,PASS,,YES,PASS
117000002,N51,162,161,0,1.0,PASS,,YES,PASS
117900001,금천05,39,38,0,1.0,PASS,,YES,PASS
117900002,금천04,29,28,0,1.0,PASS,,YES,PASS
117900003,금천03,31,30,0,1.0,PASS,,YES,PASS
117900004,금천06,46,45,0,1.0,PASS,,YES,PASS
117900005,금천08,43,42,0,1.0,PASS,,YES,PASS
117900006,금천02,36,35,0,1.0,PASS,,YES,PASS
117900007,금천07,49,48,0,1.0,PASS,,YES,PASS
117900008,금천01,30,29,0,1.0,PASS,,YES,PASS
117900010,금천11,35,34,0,1.0,PASS,,YES,PASS
117900012,금천11-1,25,24,0,1.0,PASS,,YES,PASS
118900001,영등포04,38,37,0,1.0,PASS,,YES,PASS
118900002,영등포07,28,27,0,1.0,PASS,,YES,PASS
118900003,영등포06,29,28,0,1.0,PASS,,YES,PASS
118900004,영등포02,36,35,0,1.0,PASS,,YES,PASS
118900005,영등포03,26,25,0,1.0,PASS,,YES,PASS
118900006,영등포05,42,41,0,1.0,PASS,,YES,PASS
118900007,영등포08,16,15,0,1.0,PASS,,YES,PASS
118900008,영등포10,13,12,0,1.0,PASS,,YES,PASS
118900009,영등포11,10,9,0,1.0,PASS,,YES,PASS
119900001,동작20,19,18,0,1.0,PASS,,YES,PASS
119900002,서초06,17,16,0,1.0,PASS,,YES,PASS
119900003,서초05,12,11,0,1.0,PASS,,YES,PASS
119900004,서초17,39,38,0,1.0,PASS,,YES,PASS
119900005,서초16,23,22,0,1.0,PASS,,YES,PASS
119900006,동작10,28,27,0,1.0,PASS,,YES,PASS
119900007,동작01,43,42,0,1.0,PASS,,YES,PASS
119900008,동작19,27,26,0,1.0,PASS,,YES,PASS
119900009,동작08,36,35,0,1.0,PASS,,YES,PASS
119900010,동작15,22,21,0,1.0,PASS,,YES,PASS
119900011,동작11,36,35,0,1.0,PASS,,YES,PASS
119900012,동작14,25,24,0,1.0,PASS,,YES,PASS
119900013,동작02,34,33,0,1.0,PASS,,YES,PASS
119900014,동작06,21,20,0,1.0,PASS,,YES,PASS
119900015,동작18,20,19,0,1.0,PASS,,YES,PASS
119900016,동작17,24,23,0,1.0,PASS,,YES,PASS
119900017,동작16,20,19,0,1.0,PASS,,YES,PASS
119900018,동작07,20,19,0,1.0,PASS,,YES,PASS
119900019,동작09,12,11,0,1.0,PASS,,YES,PASS
119900020,동작03,35,34,0,1.0,PASS,,YES,PASS
119900021,동작12,26,25,0,1.0,PASS,,YES,PASS
119900022,동작05,41,40,0,1.0,PASS,,YES,PASS
119900023,동작05-1,21,20,0,1.0,PASS,,YES,PASS
119900024,동작21,32,31,0,1.0,PASS,,YES,PASS
120000003,8661,12,11,0,1.0,PASS,,YES,PASS
120900001,동작13,57,56,0,1.0,PASS,,YES,PASS
120900002,관악10,29,28,0,1.0,PASS,,YES,PASS
120900003,관악03,22,21,0,1.0,PASS,,YES,PASS
120900004,관악06,28,27,0,1.0,PASS,,YES,PASS
120900005,관악01,29,28,0,1.0,PASS,,YES,PASS
120900006,관악07,10,9,0,1.0,PASS,,YES,PASS
120900007,관악08,37,36,0,1.0,PASS,,YES,PASS
120900009,관악04,27,26,0,1.0,PASS,,YES,PASS
120900010,관악05,21,20,0,1.0,PASS,,YES,PASS
120900011,관악02-1,39,38,0,1.0,PASS,,YES,PASS
120900012,관악02-2,34,33,0,1.0,PASS,,YES,PASS
121000002,8442출근,15,14,0,1.0,PASS,,YES,PASS
121900001,서초21,50,49,0,1.0,PASS,,YES,PASS
121900002,서초08,32,31,0,1.0,PASS,,YES,PASS
121900003,서초10,39,38,0,1.0,PASS,,YES,PASS
121900004,서초20,39,38,0,1.0,PASS,,YES,PASS
121900005,서초03,29,28,0,1.0,PASS,,YES,PASS
121900006,서초11,37,36,0,1.0,PASS,,YES,PASS
121900007,서초09,47,46,0,1.0,PASS,,YES,PASS
121900008,서초02,28,27,0,1.0,PASS,,YES,PASS
121900009,서초01,17,16,0,1.0,PASS,,YES,PASS
121900010,서초14,34,33,0,1.0,PASS,,YES,PASS
121900011,서초07,21,20,0,1.0,PASS,,YES,PASS
121900012,서초15,38,37,0,1.0,PASS,,YES,PASS
121900013,서초13,51,50,0,1.0,PASS,,YES,PASS
121900014,서초22,12,11,0,1.0,PASS,,YES,PASS
121900015,서초18-1,35,34,0,1.0,PASS,,YES,PASS
121900016,서초18,45,44,0,1.0,PASS,,YES,PASS
122000001,4435,56,55,0,1.0,PASS,,YES,PASS
122000002,6102,42,41,0,1.0,PASS,,YES,PASS
122000004,N6701,36,35,0,1.0,PASS,,YES,PASS
122000006,N6703,43,42,0,1.0,PASS,,YES,PASS
122000011,6104,22,21,0,1.0,PASS,,YES,PASS
122000012,6100-1,49,48,0,1.0,PASS,,YES,PASS
122900001,강남07,46,45,0,1.0,PASS,,YES,PASS
122900002,강남05,45,44,0,1.0,PASS,,YES,PASS
122900003,강남01,34,33,0,1.0,PASS,,YES,PASS
122900004,강남03,33,32,0,1.0,PASS,,YES,PASS
122900005,강남06,46,45,0,1.0,PASS,,YES,PASS
122900006,강남02,25,24,0,1.0,PASS,,YES,PASS
122900007,강남06-1,24,23,0,1.0,PASS,,YES,PASS
122900008,강남08,27,26,0,1.0,PASS,,YES,PASS
122900009,강남10,43,42,0,1.0,PASS,,YES,PASS
122900010,강남06-2,24,23,0,1.0,PASS,,YES,PASS
123000002,6600,41,40,0,1.0,PASS,,YES,PASS
123000010,741,95,94,0,1.0,PASS,,YES,PASS
123000011,708,62,61,0,1.0,PASS,,YES,PASS
123000013,N73,159,158,0,1.0,PASS,,YES,PASS
123000014,6500,22,21,0,1.0,PASS,,YES,PASS
123000021,한강버스(동부압구정),9,6,2,0.75,FAIL,"no car graph node within 250.0m of (37.529, 126.9346389)",NO,FAIL
123000023,한강버스(서부),5,2,2,0.5,FAIL,"no car graph node within 250.0m of (37.529, 126.9346389)",NO,FAIL
123000024,한강버스(동부옥수),9,6,2,0.75,FAIL,"no car graph node within 250.0m of (37.529, 126.9346389)",NO,FAIL
123900001,송파01,28,27,0,1.0,PASS,,YES,PASS
123900002,송파02,31,30,0,1.0,PASS,,YES,PASS
123900003,송파03,22,21,0,1.0,PASS,,YES,PASS
124000006,6200,73,72,0,1.0,PASS,,YES,PASS
124000008,7719,33,32,0,1.0,PASS,,YES,PASS
124000010,8331,14,13,0,1.0,PASS,,YES,PASS
124000013,6103,49,48,0,1.0,PASS,,YES,PASS
124000014,6007,46,45,0,1.0,PASS,,YES,PASS
124000016,N6000,22,21,0,1.0,PASS,,YES,PASS
124000036,345,87,86,0,1.0,PASS,,YES,PASS
124000038,342,111,110,0,1.0,PASS,,YES,PASS
124000039,3323,78,77,0,1.0,PASS,,YES,PASS
124000040,8332,31,30,0,1.0,PASS,,YES,PASS
124900001,강동05,82,81,0,1.0,PASS,,YES,PASS
124900002,강동01,79,78,0,1.0,PASS,,YES,PASS
124900003,강동02,92,91,0,1.0,PASS,,YES,PASS
