check,status,detail
trip_000204_gps_schema,PASS,
trip_000204_gps_time_sequence,PASS,
trip_000204_gps_trip_id,PASS,
trip_000204_origin_destination,PASS,
trip_000204_timeline,PASS,
trip_000204_bike_network_reference,PASS,
trip_000204_transfer_recomputed,PASS,
trip_000205_gps_schema,PASS,
trip_000205_gps_time_sequence,PASS,
trip_000205_gps_trip_id,PASS,
trip_000205_origin_destination,PASS,
trip_000205_timeline,PASS,
trip_000205_bike_network_reference,PASS,
trip_000205_transfer_recomputed,PASS,
trip_000206_gps_schema,PASS,
trip_000206_gps_time_sequence,PASS,
trip_000206_gps_trip_id,PASS,
trip_000206_origin_destination,PASS,
trip_000206_timeline,PASS,
trip_000206_bike_network_reference,PASS,
trip_000206_transfer_recomputed,PASS,
trip_000207_gps_schema,PASS,
trip_000207_gps_time_sequence,PASS,
trip_000207_gps_trip_id,PASS,
trip_000207_origin_destination,PASS,
trip_000207_timeline,PASS,
trip_000207_bike_network_reference,PASS,
trip_000207_transfer_recomputed,PASS,
trip_000208_gps_schema,PASS,
trip_000208_gps_time_sequence,PASS,
trip_000208_gps_trip_id,PASS,
trip_000208_origin_destination,PASS,
trip_000208_timeline,PASS,
trip_000208_bike_network_reference,PASS,
trip_000208_transfer_recomputed,PASS,
trip_000209_gps_schema,PASS,
trip_000209_gps_time_sequence,PASS,
trip_000209_gps_trip_id,PASS,
trip_000209_origin_destination,PASS,
trip_000209_timeline,PASS,
trip_000209_bike_network_reference,PASS,
trip_000209_transfer_recomputed,PASS,
trip_000210_gps_schema,PASS,
trip_000210_gps_time_sequence,PASS,
trip_000210_gps_trip_id,PASS,
trip_000210_origin_destination,PASS,
trip_000210_timeline,PASS,
trip_000210_bike_network_reference,PASS,
trip_000210_transfer_recomputed,PASS,
trip_000211_gps_schema,PASS,
trip_000211_gps_time_sequence,PASS,
trip_000211_gps_trip_id,PASS,
trip_000211_origin_destination,PASS,
trip_000211_timeline,PASS,
trip_000211_bike_network_reference,PASS,
trip_000211_transfer_recomputed,PASS,
trip_000212_gps_schema,PASS,
trip_000212_gps_time_sequence,PASS,
trip_000212_gps_trip_id,PASS,
trip_000212_origin_destination,PASS,
trip_000212_timeline,PASS,
trip_000212_bike_network_reference,PASS,
trip_000212_transfer_recomputed,PASS,
trip_000213_gps_schema,PASS,
trip_000213_gps_time_sequence,PASS,
trip_000213_gps_trip_id,PASS,
trip_000213_origin_destination,PASS,
trip_000213_timeline,PASS,
trip_000213_bike_network_reference,PASS,
trip_000213_transfer_recomputed,PASS,
trip_000214_gps_schema,PASS,
trip_000214_gps_time_sequence,PASS,
trip_000214_gps_trip_id,PASS,
trip_000214_origin_destination,PASS,
trip_000214_timeline,PASS,
trip_000214_bike_network_reference,PASS,
trip_000214_transfer_recomputed,PASS,
trip_000215_gps_schema,PASS,
trip_000215_gps_time_sequence,PASS,
trip_000215_gps_trip_id,PASS,
trip_000215_origin_destination,PASS,
trip_000215_timeline,PASS,
trip_000215_bike_network_reference,PASS,
trip_000215_transfer_recomputed,PASS,
trip_000216_gps_schema,PASS,
trip_000216_gps_time_sequence,PASS,
trip_000216_gps_trip_id,PASS,
trip_000216_origin_destination,PASS,
trip_000216_timeline,PASS,
trip_000216_bike_network_reference,PASS,
trip_000216_transfer_recomputed,PASS,
trip_000217_gps_schema,PASS,
trip_000217_gps_time_sequence,PASS,
trip_000217_gps_trip_id,PASS,
trip_000217_origin_destination,PASS,
trip_000217_timeline,PASS,
trip_000217_bike_network_reference,PASS,
trip_000217_transfer_recomputed,PASS,
trip_000218_gps_schema,PASS,
trip_000218_gps_time_sequence,PASS,
trip_000218_gps_trip_id,PASS,
trip_000218_origin_destination,PASS,
trip_000218_timeline,PASS,
trip_000218_bike_network_reference,PASS,
trip_000218_transfer_recomputed,PASS,
trip_000219_gps_schema,PASS,
trip_000219_gps_time_sequence,PASS,
trip_000219_gps_trip_id,PASS,
trip_000219_origin_destination,PASS,
trip_000219_timeline,PASS,
trip_000219_bike_network_reference,PASS,
trip_000219_transfer_recomputed,PASS,
trip_000220_gps_schema,PASS,
trip_000220_gps_time_sequence,PASS,
trip_000220_gps_trip_id,PASS,
trip_000220_origin_destination,PASS,
trip_000220_timeline,PASS,
trip_000220_bike_network_reference,PASS,
trip_000220_transfer_recomputed,PASS,
trip_000221_gps_schema,PASS,
trip_000221_gps_time_sequence,PASS,
trip_000221_gps_trip_id,PASS,
trip_000221_origin_destination,PASS,
trip_000221_timeline,PASS,
trip_000221_bike_network_reference,PASS,
trip_000221_transfer_recomputed,PASS,
trip_000222_gps_schema,PASS,
trip_000222_gps_time_sequence,PASS,
trip_000222_gps_trip_id,PASS,
trip_000222_origin_destination,PASS,
trip_000222_timeline,PASS,
trip_000222_bike_network_reference,PASS,
trip_000222_transfer_recomputed,PASS,
trip_000223_gps_schema,PASS,
trip_000223_gps_time_sequence,PASS,
trip_000223_gps_trip_id,PASS,
trip_000223_origin_destination,PASS,
trip_000223_timeline,PASS,
trip_000223_bike_network_reference,PASS,
trip_000223_transfer_recomputed,PASS,
trip_000224_gps_schema,PASS,
trip_000224_gps_time_sequence,PASS,
trip_000224_gps_trip_id,PASS,
trip_000224_origin_destination,PASS,
trip_000224_timeline,PASS,
trip_000224_bike_network_reference,PASS,
trip_000224_transfer_recomputed,PASS,
trip_000225_gps_schema,PASS,
trip_000225_gps_time_sequence,PASS,
trip_000225_gps_trip_id,PASS,
trip_000225_origin_destination,PASS,
trip_000225_timeline,PASS,
trip_000225_bike_network_reference,PASS,
trip_000225_transfer_recomputed,PASS,
trip_000226_gps_schema,PASS,
trip_000226_gps_time_sequence,PASS,
trip_000226_gps_trip_id,PASS,
trip_000226_origin_destination,PASS,
trip_000226_timeline,PASS,
trip_000226_bike_network_reference,PASS,
trip_000226_transfer_recomputed,PASS,
trip_000227_gps_schema,PASS,
trip_000227_gps_time_sequence,PASS,
trip_000227_gps_trip_id,PASS,
trip_000227_origin_destination,PASS,
trip_000227_timeline,PASS,
trip_000227_bike_network_reference,PASS,
trip_000227_transfer_recomputed,PASS,
trip_000228_gps_schema,PASS,
trip_000228_gps_time_sequence,PASS,
trip_000228_gps_trip_id,PASS,
trip_000228_origin_destination,PASS,
trip_000228_timeline,PASS,
trip_000228_bike_network_reference,PASS,
trip_000228_transfer_recomputed,PASS,
trip_000229_gps_schema,PASS,
trip_000229_gps_time_sequence,PASS,
trip_000229_gps_trip_id,PASS,
trip_000229_origin_destination,PASS,
trip_000229_timeline,PASS,
trip_000229_bike_network_reference,PASS,
trip_000229_transfer_recomputed,PASS,
trip_000230_gps_schema,PASS,
trip_000230_gps_time_sequence,PASS,
trip_000230_gps_trip_id,PASS,
trip_000230_origin_destination,PASS,
trip_000230_timeline,PASS,
trip_000230_bike_network_reference,PASS,
trip_000230_transfer_recomputed,PASS,
trip_000231_gps_schema,PASS,
trip_000231_gps_time_sequence,PASS,
trip_000231_gps_trip_id,PASS,
trip_000231_origin_destination,PASS,
trip_000231_timeline,PASS,
trip_000231_car_network_reference,PASS,
trip_000231_transfer_recomputed,PASS,
trip_000232_gps_schema,PASS,
trip_000232_gps_time_sequence,PASS,
trip_000232_gps_trip_id,PASS,
trip_000232_origin_destination,PASS,
trip_000232_timeline,PASS,
trip_000232_car_network_reference,PASS,
trip_000232_transfer_recomputed,PASS,
trip_000233_gps_schema,PASS,
trip_000233_gps_time_sequence,PASS,
trip_000233_gps_trip_id,PASS,
trip_000233_origin_destination,PASS,
trip_000233_timeline,PASS,
trip_000233_car_network_reference,PASS,
trip_000233_transfer_recomputed,PASS,
trip_000234_gps_schema,PASS,
trip_000234_gps_time_sequence,PASS,
trip_000234_gps_trip_id,PASS,
trip_000234_origin_destination,PASS,
trip_000234_timeline,PASS,
trip_000234_car_network_reference,PASS,
trip_000234_transfer_recomputed,PASS,
trip_000235_gps_schema,PASS,
trip_000235_gps_time_sequence,PASS,
trip_000235_gps_trip_id,PASS,
trip_000235_origin_destination,PASS,
trip_000235_timeline,PASS,
trip_000235_car_network_reference,PASS,
trip_000235_transfer_recomputed,PASS,
trip_000236_gps_schema,PASS,
trip_000236_gps_time_sequence,PASS,
trip_000236_gps_trip_id,PASS,
trip_000236_origin_destination,PASS,
trip_000236_timeline,PASS,
trip_000236_car_network_reference,PASS,
trip_000236_transfer_recomputed,PASS,
trip_000237_gps_schema,PASS,
trip_000237_gps_time_sequence,PASS,
trip_000237_gps_trip_id,PASS,
trip_000237_origin_destination,PASS,
trip_000237_timeline,PASS,
trip_000237_car_network_reference,PASS,
trip_000237_transfer_recomputed,PASS,
trip_000238_gps_schema,PASS,
trip_000238_gps_time_sequence,PASS,
trip_000238_gps_trip_id,PASS,
trip_000238_origin_destination,PASS,
trip_000238_timeline,PASS,
trip_000238_car_network_reference,PASS,
trip_000238_transfer_recomputed,PASS,
trip_000239_gps_schema,PASS,
trip_000239_gps_time_sequence,PASS,
trip_000239_gps_trip_id,PASS,
trip_000239_origin_destination,PASS,
trip_000239_timeline,PASS,
trip_000239_car_network_reference,PASS,
trip_000239_transfer_recomputed,PASS,
trip_000240_gps_schema,PASS,
trip_000240_gps_time_sequence,PASS,
trip_000240_gps_trip_id,PASS,
trip_000240_origin_destination,PASS,
trip_000240_timeline,PASS,
trip_000240_car_network_reference,PASS,
trip_000240_transfer_recomputed,PASS,
trip_000241_gps_schema,PASS,
trip_000241_gps_time_sequence,PASS,
trip_000241_gps_trip_id,PASS,
trip_000241_origin_destination,PASS,
trip_000241_timeline,PASS,
trip_000241_car_network_reference,PASS,
trip_000241_transfer_recomputed,PASS,
trip_000242_gps_schema,PASS,
trip_000242_gps_time_sequence,PASS,
trip_000242_gps_trip_id,PASS,
trip_000242_origin_destination,PASS,
trip_000242_timeline,PASS,
trip_000242_car_network_reference,PASS,
trip_000242_transfer_recomputed,PASS,
trip_000243_gps_schema,PASS,
trip_000243_gps_time_sequence,PASS,
trip_000243_gps_trip_id,PASS,
trip_000243_origin_destination,PASS,
trip_000243_timeline,PASS,
trip_000243_car_network_reference,PASS,
trip_000243_transfer_recomputed,PASS,
trip_000244_gps_schema,PASS,
trip_000244_gps_time_sequence,PASS,
trip_000244_gps_trip_id,PASS,
trip_000244_origin_destination,PASS,
trip_000244_timeline,PASS,
trip_000244_car_network_reference,PASS,
trip_000244_transfer_recomputed,PASS,
trip_000245_gps_schema,PASS,
trip_000245_gps_time_sequence,PASS,
trip_000245_gps_trip_id,PASS,
trip_000245_origin_destination,PASS,
trip_000245_timeline,PASS,
trip_000245_car_network_reference,PASS,
trip_000245_transfer_recomputed,PASS,
trip_000246_gps_schema,PASS,
trip_000246_gps_time_sequence,PASS,
trip_000246_gps_trip_id,PASS,
trip_000246_origin_destination,PASS,
trip_000246_timeline,PASS,
trip_000246_car_network_reference,PASS,
trip_000246_transfer_recomputed,PASS,
trip_000247_gps_schema,PASS,
trip_000247_gps_time_sequence,PASS,
trip_000247_gps_trip_id,PASS,
trip_000247_origin_destination,PASS,
trip_000247_timeline,PASS,
trip_000247_car_network_reference,PASS,
trip_000247_transfer_recomputed,PASS,
trip_000248_gps_schema,PASS,
trip_000248_gps_time_sequence,PASS,
trip_000248_gps_trip_id,PASS,
trip_000248_origin_destination,PASS,
trip_000248_timeline,PASS,
trip_000248_car_network_reference,PASS,
trip_000248_transfer_recomputed,PASS,
trip_000249_gps_schema,PASS,
trip_000249_gps_time_sequence,PASS,
trip_000249_gps_trip_id,PASS,
trip_000249_origin_destination,PASS,
trip_000249_timeline,PASS,
trip_000249_car_network_reference,PASS,
trip_000249_transfer_recomputed,PASS,
trip_000250_gps_schema,PASS,
trip_000250_gps_time_sequence,PASS,
trip_000250_gps_trip_id,PASS,
trip_000250_origin_destination,PASS,
trip_000250_timeline,PASS,
trip_000250_car_network_reference,PASS,
trip_000250_transfer_recomputed,PASS,
trip_000251_gps_schema,PASS,
trip_000251_gps_time_sequence,PASS,
trip_000251_gps_trip_id,PASS,
trip_000251_origin_destination,PASS,
trip_000251_timeline,PASS,
trip_000251_car_network_reference,PASS,
trip_000251_transfer_recomputed,PASS,
trip_000252_gps_schema,PASS,
trip_000252_gps_time_sequence,PASS,
trip_000252_gps_trip_id,PASS,
trip_000252_origin_destination,PASS,
trip_000252_timeline,PASS,
trip_000252_car_network_reference,PASS,
trip_000252_transfer_recomputed,PASS,
trip_000253_gps_schema,PASS,
trip_000253_gps_time_sequence,PASS,
trip_000253_gps_trip_id,PASS,
trip_000253_origin_destination,PASS,
trip_000253_timeline,PASS,
trip_000253_car_network_reference,PASS,
trip_000253_transfer_recomputed,PASS,
trip_000254_gps_schema,PASS,
trip_000254_gps_time_sequence,PASS,
trip_000254_gps_trip_id,PASS,
trip_000254_origin_destination,PASS,
trip_000254_timeline,PASS,
trip_000254_car_network_reference,PASS,
trip_000254_transfer_recomputed,PASS,
trip_000255_gps_schema,PASS,
trip_000255_gps_time_sequence,PASS,
trip_000255_gps_trip_id,PASS,
trip_000255_origin_destination,PASS,
trip_000255_timeline,PASS,
trip_000255_car_network_reference,PASS,
trip_000255_transfer_recomputed,PASS,
trip_000256_gps_schema,PASS,
trip_000256_gps_time_sequence,PASS,
trip_000256_gps_trip_id,PASS,
trip_000256_origin_destination,PASS,
trip_000256_timeline,PASS,
trip_000256_car_network_reference,PASS,
trip_000256_transfer_recomputed,PASS,
trip_000257_gps_schema,PASS,
trip_000257_gps_time_sequence,PASS,
trip_000257_gps_trip_id,PASS,
trip_000257_origin_destination,PASS,
trip_000257_timeline,PASS,
trip_000257_car_network_reference,PASS,
trip_000257_transfer_recomputed,PASS,
trip_000258_gps_schema,PASS,
trip_000258_gps_time_sequence,PASS,
trip_000258_gps_trip_id,PASS,
trip_000258_origin_destination,PASS,
trip_000258_timeline,PASS,
trip_000258_car_network_reference,PASS,
trip_000258_transfer_recomputed,PASS,
trip_000259_gps_schema,PASS,
trip_000259_gps_time_sequence,PASS,
trip_000259_gps_trip_id,PASS,
trip_000259_origin_destination,PASS,
trip_000259_timeline,PASS,
trip_000259_car_network_reference,PASS,
trip_000259_transfer_recomputed,PASS,
trip_000260_gps_schema,PASS,
trip_000260_gps_time_sequence,PASS,
trip_000260_gps_trip_id,PASS,
trip_000260_origin_destination,PASS,
trip_000260_timeline,PASS,
trip_000260_car_network_reference,PASS,
trip_000260_transfer_recomputed,PASS,
trip_000261_gps_schema,PASS,
trip_000261_gps_time_sequence,PASS,
trip_000261_gps_trip_id,PASS,
trip_000261_origin_destination,PASS,
trip_000261_timeline,PASS,
trip_000261_car_network_reference,PASS,
trip_000261_transfer_recomputed,PASS,
trip_000262_gps_schema,PASS,
trip_000262_gps_time_sequence,PASS,
trip_000262_gps_trip_id,PASS,
trip_000262_origin_destination,PASS,
trip_000262_timeline,PASS,
trip_000262_car_network_reference,PASS,
trip_000262_transfer_recomputed,PASS,
trip_000263_gps_schema,PASS,
trip_000263_gps_time_sequence,PASS,
trip_000263_gps_trip_id,PASS,
trip_000263_origin_destination,PASS,
trip_000263_timeline,PASS,
trip_000263_car_network_reference,PASS,
trip_000263_transfer_recomputed,PASS,
trip_000264_gps_schema,PASS,
trip_000264_gps_time_sequence,PASS,
trip_000264_gps_trip_id,PASS,
trip_000264_origin_destination,PASS,
trip_000264_timeline,PASS,
trip_000264_car_network_reference,PASS,
trip_000264_transfer_recomputed,PASS,
trip_000265_gps_schema,PASS,
trip_000265_gps_time_sequence,PASS,
trip_000265_gps_trip_id,PASS,
trip_000265_origin_destination,PASS,
trip_000265_timeline,PASS,
trip_000265_car_network_reference,PASS,
trip_000265_transfer_recomputed,PASS,
trip_000266_gps_schema,PASS,
trip_000266_gps_time_sequence,PASS,
trip_000266_gps_trip_id,PASS,
trip_000266_origin_destination,PASS,
trip_000266_timeline,PASS,
trip_000266_car_network_reference,PASS,
trip_000266_transfer_recomputed,PASS,
trip_000267_gps_schema,PASS,
trip_000267_gps_time_sequence,PASS,
trip_000267_gps_trip_id,PASS,
trip_000267_origin_destination,PASS,
trip_000267_timeline,PASS,
trip_000267_car_network_reference,PASS,
trip_000267_transfer_recomputed,PASS,
trip_000268_gps_schema,PASS,
trip_000268_gps_time_sequence,PASS,
trip_000268_gps_trip_id,PASS,
trip_000268_origin_destination,PASS,
trip_000268_timeline,PASS,
trip_000268_car_network_reference,PASS,
trip_000268_transfer_recomputed,PASS,
trip_000269_gps_schema,PASS,
trip_000269_gps_time_sequence,PASS,
trip_000269_gps_trip_id,PASS,
trip_000269_origin_destination,PASS,
trip_000269_timeline,PASS,
trip_000269_car_network_reference,PASS,
trip_000269_transfer_recomputed,PASS,
trip_000270_gps_schema,PASS,
trip_000270_gps_time_sequence,PASS,
trip_000270_gps_trip_id,PASS,
trip_000270_origin_destination,PASS,
trip_000270_timeline,PASS,
trip_000270_car_network_reference,PASS,
trip_000270_transfer_recomputed,PASS,
trip_000271_gps_schema,PASS,
trip_000271_gps_time_sequence,PASS,
trip_000271_gps_trip_id,PASS,
trip_000271_origin_destination,PASS,
trip_000271_timeline,PASS,
trip_000271_car_network_reference,PASS,
trip_000271_transfer_recomputed,PASS,
trip_000272_gps_schema,PASS,
trip_000272_gps_time_sequence,PASS,
trip_000272_gps_trip_id,PASS,
trip_000272_origin_destination,PASS,
trip_000272_timeline,PASS,
trip_000272_car_network_reference,PASS,
trip_000272_transfer_recomputed,PASS,
trip_000273_gps_schema,PASS,
trip_000273_gps_time_sequence,PASS,
trip_000273_gps_trip_id,PASS,
trip_000273_origin_destination,PASS,
trip_000273_timeline,PASS,
trip_000273_car_network_reference,PASS,
trip_000273_transfer_recomputed,PASS,
trip_000274_gps_schema,PASS,
trip_000274_gps_time_sequence,PASS,
trip_000274_gps_trip_id,PASS,
trip_000274_origin_destination,PASS,
trip_000274_timeline,PASS,
trip_000274_car_network_reference,PASS,
trip_000274_transfer_recomputed,PASS,
trip_000275_gps_schema,PASS,
trip_000275_gps_time_sequence,PASS,
trip_000275_gps_trip_id,PASS,
trip_000275_origin_destination,PASS,
trip_000275_timeline,PASS,
trip_000275_car_network_reference,PASS,
trip_000275_transfer_recomputed,PASS,
trip_000276_gps_schema,PASS,
trip_000276_gps_time_sequence,PASS,
trip_000276_gps_trip_id,PASS,
trip_000276_origin_destination,PASS,
trip_000276_timeline,PASS,
trip_000276_car_network_reference,PASS,
trip_000276_transfer_recomputed,PASS,
trip_000277_gps_schema,PASS,
trip_000277_gps_time_sequence,PASS,
trip_000277_gps_trip_id,PASS,
trip_000277_origin_destination,PASS,
trip_000277_timeline,PASS,
trip_000277_car_network_reference,PASS,
trip_000277_transfer_recomputed,PASS,
trip_000278_gps_schema,PASS,
trip_000278_gps_time_sequence,PASS,
trip_000278_gps_trip_id,PASS,
trip_000278_origin_destination,PASS,
trip_000278_timeline,PASS,
trip_000278_car_network_reference,PASS,
trip_000278_transfer_recomputed,PASS,
trip_000279_gps_schema,PASS,
trip_000279_gps_time_sequence,PASS,
trip_000279_gps_trip_id,PASS,
trip_000279_origin_destination,PASS,
trip_000279_timeline,PASS,
trip_000279_car_network_reference,PASS,
trip_000279_transfer_recomputed,PASS,
trip_000280_gps_schema,PASS,
trip_000280_gps_time_sequence,PASS,
trip_000280_gps_trip_id,PASS,
trip_000280_origin_destination,PASS,
trip_000280_timeline,PASS,
trip_000280_car_network_reference,PASS,
trip_000280_transfer_recomputed,PASS,
trip_000281_gps_schema,PASS,
trip_000281_gps_time_sequence,PASS,
trip_000281_gps_trip_id,PASS,
trip_000281_origin_destination,PASS,
trip_000281_timeline,PASS,
trip_000281_car_network_reference,PASS,
trip_000281_transfer_recomputed,PASS,
trip_000282_gps_schema,PASS,
trip_000282_gps_time_sequence,PASS,
trip_000282_gps_trip_id,PASS,
trip_000282_origin_destination,PASS,
trip_000282_timeline,PASS,
trip_000282_car_network_reference,PASS,
trip_000282_transfer_recomputed,PASS,
trip_000283_gps_schema,PASS,
trip_000283_gps_time_sequence,PASS,
trip_000283_gps_trip_id,PASS,
trip_000283_origin_destination,PASS,
trip_000283_timeline,PASS,
trip_000283_car_network_reference,PASS,
trip_000283_transfer_recomputed,PASS,
trip_000284_gps_schema,PASS,
trip_000284_gps_time_sequence,PASS,
trip_000284_gps_trip_id,PASS,
trip_000284_origin_destination,PASS,
trip_000284_timeline,PASS,
trip_000284_car_network_reference,PASS,
trip_000284_transfer_recomputed,PASS,
trip_000285_gps_schema,PASS,
trip_000285_gps_time_sequence,PASS,
trip_000285_gps_trip_id,PASS,
trip_000285_origin_destination,PASS,
trip_000285_timeline,PASS,
trip_000285_car_network_reference,PASS,
trip_000285_transfer_recomputed,PASS,
trip_000286_gps_schema,PASS,
trip_000286_gps_time_sequence,PASS,
trip_000286_gps_trip_id,PASS,
trip_000286_origin_destination,PASS,
trip_000286_timeline,PASS,
trip_000286_car_network_reference,PASS,
trip_000286_transfer_recomputed,PASS,
trip_000287_gps_schema,PASS,
trip_000287_gps_time_sequence,PASS,
trip_000287_gps_trip_id,PASS,
trip_000287_origin_destination,PASS,
trip_000287_timeline,PASS,
trip_000287_car_network_reference,PASS,
trip_000287_transfer_recomputed,PASS,
trip_000288_gps_schema,PASS,
trip_000288_gps_time_sequence,PASS,
trip_000288_gps_trip_id,PASS,
trip_000288_origin_destination,PASS,
trip_000288_timeline,PASS,
trip_000288_car_network_reference,PASS,
trip_000288_transfer_recomputed,PASS,
trip_000289_gps_schema,PASS,
trip_000289_gps_time_sequence,PASS,
trip_000289_gps_trip_id,PASS,
trip_000289_origin_destination,PASS,
trip_000289_timeline,PASS,
trip_000289_car_network_reference,PASS,
trip_000289_transfer_recomputed,PASS,
trip_000290_gps_schema,PASS,
trip_000290_gps_time_sequence,PASS,
trip_000290_gps_trip_id,PASS,
trip_000290_origin_destination,PASS,
trip_000290_timeline,PASS,
trip_000290_car_network_reference,PASS,
trip_000290_transfer_recomputed,PASS,
trip_000291_gps_schema,PASS,
trip_000291_gps_time_sequence,PASS,
trip_000291_gps_trip_id,PASS,
trip_000291_origin_destination,PASS,
trip_000291_timeline,PASS,
trip_000291_car_network_reference,PASS,
trip_000291_transfer_recomputed,PASS,
trip_000292_gps_schema,PASS,
trip_000292_gps_time_sequence,PASS,
trip_000292_gps_trip_id,PASS,
trip_000292_origin_destination,PASS,
trip_000292_timeline,PASS,
trip_000292_car_network_reference,PASS,
trip_000292_transfer_recomputed,PASS,
trip_000293_gps_schema,PASS,
trip_000293_gps_time_sequence,PASS,
trip_000293_gps_trip_id,PASS,
trip_000293_origin_destination,PASS,
trip_000293_timeline,PASS,
trip_000293_car_network_reference,PASS,
trip_000293_transfer_recomputed,PASS,
trip_000294_gps_schema,PASS,
trip_000294_gps_time_sequence,PASS,
trip_000294_gps_trip_id,PASS,
trip_000294_origin_destination,PASS,
trip_000294_timeline,PASS,
trip_000294_car_network_reference,PASS,
trip_000294_transfer_recomputed,PASS,
trip_000295_gps_schema,PASS,
trip_000295_gps_time_sequence,PASS,
trip_000295_gps_trip_id,PASS,
trip_000295_origin_destination,PASS,
trip_000295_timeline,PASS,
trip_000295_car_network_reference,PASS,
trip_000295_transfer_recomputed,PASS,
trip_000296_gps_schema,PASS,
trip_000296_gps_time_sequence,PASS,
trip_000296_gps_trip_id,PASS,
trip_000296_origin_destination,PASS,
trip_000296_timeline,PASS,
trip_000296_car_network_reference,PASS,
trip_000296_transfer_recomputed,PASS,
trip_000297_gps_schema,PASS,
trip_000297_gps_time_sequence,PASS,
trip_000297_gps_trip_id,PASS,
trip_000297_origin_destination,PASS,
trip_000297_timeline,PASS,
trip_000297_car_network_reference,PASS,
trip_000297_transfer_recomputed,PASS,
trip_000298_gps_schema,PASS,
trip_000298_gps_time_sequence,PASS,
trip_000298_gps_trip_id,PASS,
trip_000298_origin_destination,PASS,
trip_000298_timeline,PASS,
trip_000298_car_network_reference,PASS,
trip_000298_transfer_recomputed,PASS,
trip_000299_gps_schema,PASS,
trip_000299_gps_time_sequence,PASS,
trip_000299_gps_trip_id,PASS,
trip_000299_origin_destination,PASS,
trip_000299_timeline,PASS,
trip_000299_car_network_reference,PASS,
trip_000299_transfer_recomputed,PASS,
trip_000300_gps_schema,PASS,
trip_000300_gps_time_sequence,PASS,
trip_000300_gps_trip_id,PASS,
trip_000300_origin_destination,PASS,
trip_000300_timeline,PASS,
trip_000300_car_network_reference,PASS,
trip_000300_transfer_recomputed,PASS,
trip_000301_gps_schema,PASS,
trip_000301_gps_time_sequence,PASS,
trip_000301_gps_trip_id,PASS,
trip_000301_origin_destination,PASS,
trip_000301_timeline,PASS,
trip_000301_car_network_reference,PASS,
trip_000301_transfer_recomputed,PASS,
trip_000302_gps_schema,PASS,
trip_000302_gps_time_sequence,PASS,
trip_000302_gps_trip_id,PASS,
trip_000302_origin_destination,PASS,
trip_000302_timeline,PASS,
trip_000302_car_network_reference,PASS,
trip_000302_transfer_recomputed,PASS,
trip_000303_gps_schema,PASS,
trip_000303_gps_time_sequence,PASS,
trip_000303_gps_trip_id,PASS,
trip_000303_origin_destination,PASS,
trip_000303_timeline,PASS,
trip_000303_car_network_reference,PASS,
trip_000303_transfer_recomputed,PASS,
trip_000304_gps_schema,PASS,
trip_000304_gps_time_sequence,PASS,
trip_000304_gps_trip_id,PASS,
trip_000304_origin_destination,PASS,
trip_000304_timeline,PASS,
trip_000304_car_network_reference,PASS,
trip_000304_transfer_recomputed,PASS,
trip_000305_gps_schema,PASS,
trip_000305_gps_time_sequence,PASS,
trip_000305_gps_trip_id,PASS,
trip_000305_origin_destination,PASS,
trip_000305_timeline,PASS,
trip_000305_car_network_reference,PASS,
trip_000305_transfer_recomputed,PASS,
trip_000306_gps_schema,PASS,
trip_000306_gps_time_sequence,PASS,
trip_000306_gps_trip_id,PASS,
trip_000306_origin_destination,PASS,
trip_000306_timeline,PASS,
trip_000306_car_network_reference,PASS,
trip_000306_transfer_recomputed,PASS,
trip_000307_gps_schema,PASS,
trip_000307_gps_time_sequence,PASS,
trip_000307_gps_trip_id,PASS,
trip_000307_origin_destination,PASS,
trip_000307_timeline,PASS,
trip_000307_car_network_reference,PASS,
trip_000307_transfer_recomputed,PASS,
trip_000308_gps_schema,PASS,
trip_000308_gps_time_sequence,PASS,
trip_000308_gps_trip_id,PASS,
trip_000308_origin_destination,PASS,
trip_000308_timeline,PASS,
trip_000308_car_network_reference,PASS,
trip_000308_transfer_recomputed,PASS,
trip_000309_gps_schema,PASS,
trip_000309_gps_time_sequence,PASS,
trip_000309_gps_trip_id,PASS,
trip_000309_origin_destination,PASS,
trip_000309_timeline,PASS,
trip_000309_car_network_reference,PASS,
trip_000309_transfer_recomputed,PASS,
trip_000310_gps_schema,PASS,
trip_000310_gps_time_sequence,PASS,
trip_000310_gps_trip_id,PASS,
trip_000310_origin_destination,PASS,
trip_000310_timeline,PASS,
trip_000310_car_network_reference,PASS,
trip_000310_transfer_recomputed,PASS,
trip_000311_gps_schema,PASS,
trip_000311_gps_time_sequence,PASS,
trip_000311_gps_trip_id,PASS,
trip_000311_origin_destination,PASS,
trip_000311_timeline,PASS,
trip_000311_car_network_reference,PASS,
trip_000311_transfer_recomputed,PASS,
trip_000312_gps_schema,PASS,
trip_000312_gps_time_sequence,PASS,
trip_000312_gps_trip_id,PASS,
trip_000312_origin_destination,PASS,
trip_000312_timeline,PASS,
trip_000312_car_network_reference,PASS,
trip_000312_transfer_recomputed,PASS,
trip_000313_gps_schema,PASS,
trip_000313_gps_time_sequence,PASS,
trip_000313_gps_trip_id,PASS,
trip_000313_origin_destination,PASS,
trip_000313_timeline,PASS,
trip_000313_car_network_reference,PASS,
trip_000313_transfer_recomputed,PASS,
trip_000314_gps_schema,PASS,
trip_000314_gps_time_sequence,PASS,
trip_000314_gps_trip_id,PASS,
trip_000314_origin_destination,PASS,
trip_000314_timeline,PASS,
trip_000314_car_network_reference,PASS,
